City,colors,shape,State,Time
San Francisco,,FIREBALL,CA,2000-03-19 21:30:00
Pasadena,,TRIANGLE,CA,2000-03-19 23:35:00
Calhoun,,OTHER,GA,2000-03-20 13:00:00
Fort Meade,,FIREBALL,MD,2000-03-20 21:00:00
Elko,,FIREBALL,NV,2000-03-20 22:00:00
Mt. Pocono,,OTHER,PA,2000-03-20 22:45:00
Dickson,,CYLINDER,TN,2000-03-21 14:45:00
Mattawan,,TRIANGLE,MI,2000-03-21 19:30:00
St. Cloud,,CIRCLE,FL,2000-03-21 21:00:00
East Springfield,,LIGHT,PA,2000-03-21 22:05:00
Bonnie Spring,,FIREBALL,NV,2000-03-22 11:00:00
Lake Forest,ORANGE,LIGHT,CA,2000-03-22 20:05:00
St Clair Shores,,TRIANGLE,MI,2000-03-22 20:30:00
Tuscaloosa,,FORMATION,AL,2000-03-22 21:40:00
Norridgewock,,RECTANGLE,ME,2000-03-23 02:15:00
Sioux Falls,,DIAMOND,SD,2000-03-23 18:00:00
Fullerton,,TEARDROP,CA,2000-03-23 19:15:00
Providence,ORANGE,RECTANGLE,RI,2000-03-23 19:30:00
Somerset,RED,OTHER,OH,2000-03-23 19:30:00
Lake City,BLUE,TRIANGLE,TN,2000-03-24 00:30:00
Syracuse,BLUE,LIGHT,NY,2000-03-24 03:15:00
Beaverton,,DISK,OR,2000-03-24 13:35:00
Ionia,,OVAL,MI,2000-03-24 18:00:00
Southport,,FIREBALL,NC,2000-03-24 18:30:00
Saginaw,,FIREBALL,MI,2000-03-24 19:45:00
Des Moines,,FIREBALL,IA,2000-03-25 00:45:00
Huron,,FLASH,KS,2000-03-25 22:00:00
Lompoc,,CIRCLE,CA,2000-03-25 22:00:00
Pittsburgh,,TRIANGLE,PA,2000-03-26 22:45:00
Bella Vista,,VARIOUS,CA,2000-03-27 01:10:00
Ann Arbor,,LIGHT,MI,2000-03-27 18:00:00
Santa Cruz,,CIGAR,CA,2000-03-27 20:00:00
Mexico Beach,,CIRCLE,FL,2000-03-27 21:40:00
Elk,RED GREEN BLUE,LIGHT,CA,2000-03-27 23:20:00
Prescott Valley,RED,CIRCLE,AZ,2000-03-28 00:00:00
Summer Lake,RED ORANGE,SPHERE,OR,2000-03-28 07:45:00
Miami,,CIRCLE,FL,2000-03-28 15:00:00
Centreville,,CIRCLE,VA,2000-03-28 15:45:00
Bouse,,LIGHT,AZ,2000-03-28 21:00:00
Fort. Deposit,,TRIANGLE,AL,2000-03-28 21:15:00
Corinth,,OTHER,TX,2000-03-28 22:20:00
Hammond,,LIGHT,LA,2000-03-28 22:40:00
Belton,,VARIOUS,SC,2000-03-29 00:00:00
Steamboat,,OVAL,NV,2000-03-29 00:00:00
Aberdeen,,VARIOUS,OH,2000-03-29 03:00:00
Treasure Island,,CIRCLE,FL,2000-03-29 14:30:00
Reno,YELLOW BLUE,CIRCLE,NV,2000-03-29 20:00:00
Atlanta,,LIGHT,GA,2000-03-29 20:20:00
Munising,,TRIANGLE,MI,2000-03-29 22:30:00
Hooker,ORANGE,CIRCLE,OK,2000-03-30 03:30:00
Phoenix,,FLASH,AZ,2000-03-30 12:25:00
Phoenix,,LIGHT,AZ,2000-03-30 18:50:00
Gilbert,RED,CIRCLE,AZ,2000-03-30 18:52:00
Newton,,LIGHT,MA,2000-03-30 22:00:00
Angelica,,FIREBALL,NY,2000-03-30 23:30:00
Charlestown,ORANGE,DISK,RI,2000-03-31 05:05:00
West,,LIGHT,TX,2000-03-31 09:40:00
West Nyack,,OTHER,NY,2000-03-31 14:00:00
Westchester,,CIRCLE,CA,2000-03-31 14:00:00
Philadelphia,,CIRCLE,PA,2000-03-31 23:30:00
Lake Havasu City,RED,LIGHT,AZ,2000-04-01 05:20:00
Evansville,,SPHERE,IN,2000-04-01 06:28:00
Mission Viejo,,FORMATION,CA,2000-04-01 13:00:00
Elizabethtown,,DISK,KY,2000-04-01 16:00:00
Chicago,,SPHERE,IL,2000-04-01 17:50:00
Del Mar,ORANGE,FORMATION,CA,2000-04-01 19:00:00
Huntington Beach,RED,LIGHT,CA,2000-04-01 21:00:00
Copemish,,CIRCLE,MI,2000-04-01 21:50:00
Young City,,DISK,TX,2000-04-01 22:15:00
Indianapolis,,TRIANGLE,IN,2000-04-02 03:00:00
Fairbanks,,OVAL,AK,2000-04-02 18:00:00
Fort Wayne,,OVAL,IN,2000-04-04 02:00:00
Sedillo Hill,RED,LIGHT,NM,2000-04-04 05:20:00
Clearwater,,OTHER,FL,2000-04-04 16:30:00
Bouse,,LIGHT,AZ,2000-04-04 21:05:00
Hazelwood,,CYLINDER,MO,2000-04-05 18:30:00
Baton Rouge,,LIGHT,LA,2000-04-05 20:00:00
Ocean City,RED BLUE,DISK,MD,2000-04-05 22:00:00
Perris,,CIRCLE,CA,2000-04-06 14:00:00
Seagoville,,CIRCLE,TX,2000-04-06 15:28:00
Glendale,,CIRCLE,AZ,2000-04-06 16:00:00
Chattanooga,,OTHER,TN,2000-04-06 20:00:00
Tehachapi,RED,LIGHT,CA,2000-04-06 20:00:00
Tuckerton,,SPHERE,NJ,2000-04-06 20:34:00
Arlington,ORANGE GREEN,LIGHT,TX,2000-04-06 20:35:00
San Antonio,,LIGHT,TX,2000-04-06 21:08:00
"Des Moines--4 blocks east of the Marina, Wash",,OVAL,WA,2000-04-07 05:26:00
Vero Beach,,DIAMOND,FL,2000-04-08 01:30:00
Seattle,,EGG,WA,2000-04-08 18:00:00
Seattle,,EGG,WA,2000-04-08 18:35:00
Menifee,ORANGE GREEN,FIREBALL,CA,2000-04-09 01:10:00
Oceanside,GREEN,FIREBALL,CA,2000-04-09 01:10:00
Newport Coast,,FIREBALL,CA,2000-04-09 01:11:00
Santa Barbara,GREEN,FIREBALL,CA,2000-04-09 01:11:00
Richmond,,CIRCLE,IN,2000-04-09 01:30:00
Hot Springs,,CIGAR,AR,2000-04-09 16:30:00
Temple City,,LIGHT,CA,2000-04-09 20:00:00
Schuyler County area,RED,OVAL,IL,2000-04-09 22:30:00
Springfield,RED,OVAL,IL,2000-04-09 22:30:00
Sunflower,,TRIANGLE,AZ,2000-04-10 00:00:00
Fresno,,CHEVRON,CA,2000-04-10 08:13:00
South Whitley,,OTHER,IN,2000-04-10 10:00:00
Owls Head,,DIAMOND,ME,2000-04-10 23:00:00
Tonasket,,LIGHT,WA,2000-04-11 05:10:00
Fayetteville,,LIGHT,AR,2000-04-12 19:30:00
West Palm Beach,,CIRCLE,FL,2000-04-12 20:50:00
Eugene,,LIGHT,OR,2000-04-12 20:58:00
Antioch,ORANGE,LIGHT,CA,2000-04-13 05:30:00
Waite Park,,LIGHT,MN,2000-04-13 20:00:00
Texarkana,,OTHER,TX,2000-04-13 21:30:00
Eugene,ORANGE,SPHERE,OR,2000-04-13 22:30:00
Pittsburgh,,TRIANGLE,PA,2000-04-13 22:30:00
San Luis Obispo,,OVAL,CA,2000-04-14 03:00:00
Montauk,,DISK,NY,2000-04-14 03:42:00
East Killingly,RED,DISK,CT,2000-04-14 21:00:00
Gulf of Mexico,,SPHERE,FL,2000-04-15 02:00:00
Hayden,,LIGHT,ID,2000-04-15 04:00:00
Phoenix,,VARIOUS,AZ,2000-04-15 12:25:00
Gig Harbor,,DISK,WA,2000-04-15 13:45:00
Torrance,,DISK,CA,2000-04-15 15:35:00
Beatty,,FORMATION,NV,2000-04-15 22:00:00
Meraux,,RECTANGLE,LA,2000-04-15 22:00:00
San Diego,,FORMATION,CA,2000-04-15 22:00:00
Sedona,YELLOW,SPHERE,AZ,2000-04-15 23:00:00
Prescott Valley,RED,SPHERE,AZ,2000-04-15 23:45:00
Santee,,LIGHT,CA,2000-04-16 01:30:00
Albuquerque,,RECTANGLE,NM,2000-04-16 10:25:00
New York City,,DISK,NY,2000-04-16 12:00:00
San Diego,,CYLINDER,CA,2000-04-16 14:00:00
Omaha,,FIREBALL,NE,2000-04-16 20:00:00
Forest Grove,,CONE,OR,2000-04-17 02:00:00
Tulsa,,CIGAR,OK,2000-04-17 06:15:00
Los Angeles,,SPHERE,CA,2000-04-17 16:00:00
Sultan,,LIGHT,WA,2000-04-17 19:20:00
Santa Fe,YELLOW,CYLINDER,NM,2000-04-17 20:00:00
Antioch,ORANGE,FIREBALL,CA,2000-04-17 22:30:00
Corvallis,,FIREBALL,OR,2000-04-17 22:54:00
Arizona,YELLOW,CIRCLE,AZ,2000-04-18 00:00:00
Tacoma,,OTHER,WA,2000-04-18 11:32:00
Cottonwood,,CYLINDER,AZ,2000-04-18 19:00:00
Cocoa Beach,BLUE,CYLINDER,FL,2000-04-18 22:00:00
Arroyo Seco,,LIGHT,CA,2000-04-19 13:30:00
Jellico,,DISK,TN,2000-04-19 18:15:00
Alabaster,,EGG,AL,2000-04-19 19:10:00
Culver City,,LIGHT,CA,2000-04-19 20:20:00
Delray Beach,,CHEVRON,FL,2000-04-19 23:09:00
Chicago,,OTHER,IL,2000-04-19 23:50:00
Palm Desert,,CIGAR,CA,2000-04-20 05:38:00
Austin,,FIREBALL,TX,2000-04-20 17:00:00
Burlington Township,,TRIANGLE,IL,2000-04-20 19:00:00
Tonasket,,LIGHT,WA,2000-04-20 19:55:00
Santa Clara,ORANGE,EGG,CA,2000-04-20 21:05:00
Magna,ORANGE,LIGHT,UT,2000-04-20 21:23:00
Clearfield,,CIRCLE,UT,2000-04-20 21:35:00
Clearfield,,FORMATION,UT,2000-04-20 21:35:00
Rockport,,OVAL,MA,2000-04-20 23:00:00
Harrison,,CYLINDER,AR,2000-04-21 17:00:00
Marion,,DISK,IN,2000-04-21 22:00:00
Healdsburg,,TRIANGLE,CA,2000-04-21 23:15:00
Manitowoc,,LIGHT,WI,2000-04-22 01:23:00
Sullivan,,CIGAR,MO,2000-04-22 17:15:00
Birmingham,,VARIOUS,AL,2000-04-22 22:00:00
Victor,,FIREBALL,IA,2000-04-22 22:20:00
Lake Charles,,TRIANGLE,LA,2000-04-22 23:15:00
Burke,,DISK,VA,2000-04-22 23:30:00
Las Vegas,,CIRCLE,NV,2000-04-23 01:30:00
Nevada,,DISK,NV,2000-04-23 18:40:00
Riverside,,LIGHT,CA,2000-04-23 21:00:00
Arivaca,,OTHER,AZ,2000-04-23 22:00:00
Eugene,,DISK,OR,2000-04-23 23:00:00
Merrillville,,TRIANGLE,IN,2000-04-24 00:15:00
Palmetto,,TRIANGLE,GA,2000-04-24 00:20:00
San Jose,,SPHERE,CA,2000-04-24 18:08:00
Tulsa,,FIREBALL,OK,2000-04-24 19:52:00
Venice,RED BLUE,DIAMOND,CA,2000-04-24 20:00:00
Chino Hills,GREEN,CIRCLE,CA,2000-04-24 22:30:00
Cincinnati,,EGG,OH,2000-04-24 22:30:00
Eagle River,RED,LIGHT,AK,2000-04-24 23:15:00
Wheaton,,CIRCLE,MD,2000-04-25 00:30:00
Wood Dale,,OTHER,IL,2000-04-25 02:10:00
Kankakee,RED GREEN,CIRCLE,IL,2000-04-25 21:30:00
Carrollton,,FORMATION,TX,2000-04-25 23:15:00
San Rafael,,LIGHT,CA,2000-04-25 23:30:00
Bolingbrook,,OVAL,IL,2000-04-26 21:30:00
Palm Springs,,TRIANGLE,CA,2000-04-27 09:15:00
Orlando,,OTHER,FL,2000-04-27 12:30:00
Lewiston,ORANGE,LIGHT,ME,2000-04-27 13:00:00
Coos Bay,,LIGHT,OR,2000-04-27 18:04:00
Dallas,,LIGHT,TX,2000-04-27 20:40:00
Prescott Valley,,CIRCLE,AZ,2000-04-27 22:00:00
Hot Springs,,CIGAR,AR,2000-04-27 22:15:00
Plano,,TRIANGLE,TX,2000-04-27 23:38:00
Grants Pass,,CIRCLE,OR,2000-04-28 04:30:00
Seattle,,FIREBALL,WA,2000-04-28 21:00:00
Wheeling,,TRIANGLE,WV,2000-04-28 21:00:00
Seattle,,DISK,WA,2000-04-28 22:05:00
Federal Way,,CIGAR,WA,2000-04-28 22:07:00
Federal Way,BLUE,CIGAR,WA,2000-04-28 22:07:00
Seattle,GREEN,LIGHT,WA,2000-04-28 22:07:00
Seattle,,OTHER,WA,2000-04-28 22:10:00
Bossier City,,CHEVRON,LA,2000-04-28 22:28:00
Santa Maria,RED GREEN BLUE,OVAL,CA,2000-04-29 19:00:00
Wittmann,,FLASH,AZ,2000-04-29 20:30:00
Floral Park,,DISK,NY,2000-04-29 22:29:00
Ogden,RED,CIRCLE,UT,2000-04-29 22:30:00
Raccoon Creek State Park,,TRIANGLE,PA,2000-04-29 23:00:00
Eagle Point,,CIRCLE,OR,2000-04-29 23:10:00
Butte Falls,,LIGHT,OR,2000-04-29 23:11:00
South Lyon,,DISK,MI,2000-04-30 00:00:00
Franklin,RED,DIAMOND,MA,2000-04-30 00:12:00
Layton,,TRIANGLE,UT,2000-04-30 22:00:00
Corvallis,,DISK,OR,2000-04-30 22:30:00
Portland,,CIRCLE,OR,2000-04-30 22:30:00
Port Washington,,FIREBALL,WI,2000-04-30 23:41:00
New York City,,FLASH,NY,2000-05-01 01:00:00
Marietta,,OVAL,GA,2000-05-01 04:00:00
Moreno Valley,,VARIOUS,CA,2000-05-01 09:23:00
Geneva,,SPHERE,IL,2000-05-01 12:00:00
Prairieville,,EGG,LA,2000-05-01 17:00:00
Hwy 12,,LIGHT,WA,2000-05-01 20:00:00
Westlake,,LIGHT,LA,2000-05-01 21:00:00
Chicago,,SPHERE,IL,2000-05-01 21:30:00
Little Rock,,TRIANGLE,AR,2000-05-01 22:55:00
Red Shirt,,LIGHT,SD,2000-05-01 23:00:00
Sheboygan,,DIAMOND,WI,2000-05-02 01:23:00
Waterford,BLUE,DISK,NJ,2000-05-03 03:00:00
Mt. Pleasant,,LIGHT,IA,2000-05-03 20:00:00
Pittsville,,CIRCLE,MO,2000-05-03 21:30:00
Pittsville,,LIGHT,MO,2000-05-03 21:30:00
Surprise,,LIGHT,AZ,2000-05-03 22:00:00
Avon Lake,,OTHER,OH,2000-05-03 22:30:00
Gig Harbor,,SPHERE,WA,2000-05-04 10:30:00
Deweyville,,DIAMOND,TX,2000-05-04 12:00:00
Fallbrook,,OTHER,CA,2000-05-04 17:00:00
Kansas City,,SPHERE,MO,2000-05-04 21:10:00
Ferguson,,CIRCLE,MO,2000-05-04 21:44:00
St. Cloud,,CIRCLE,FL,2000-05-04 22:00:00
Houston,,TRIANGLE,TX,2000-05-04 23:40:00
Atlanta,,LIGHT,GA,2000-05-05 00:00:00
Onawa,,VARIOUS,IA,2000-05-05 19:30:00
Johnson County,RED GREEN,SPHERE,KS,2000-05-05 20:30:00
Simpsonville,RED BLUE,LIGHT,SC,2000-05-05 21:50:00
Triborough Bridge,GREEN,LIGHT,NY,2000-05-06 05:05:00
Bloomingburgh,,LIGHT,NY,2000-05-06 21:30:00
Braintree,,LIGHT,MA,2000-05-06 22:00:00
Costa Mesa,,DISK,CA,2000-05-06 23:30:00
Portland,,OTHER,OR,2000-05-07 03:45:00
Laguna Beach,BLUE,DISK,CA,2000-05-07 08:00:00
Greenville,,OTHER,DE,2000-05-07 13:00:00
Edinburg,,TRIANGLE,IL,2000-05-07 22:12:00
Evansville,,DIAMOND,IN,2000-05-07 22:45:00
Pompton Plains,,DISK,NJ,2000-05-08 19:00:00
Carpinteria,,TRIANGLE,CA,2000-05-08 22:00:00
Decatur,,SPHERE,GA,2000-05-09 00:35:00
Shahola Falls,,LIGHT,PA,2000-05-09 03:15:00
Camp Atturburry,RED,SPHERE,IN,2000-05-09 08:30:00
Lawton,,SPHERE,OK,2000-05-09 10:30:00
Knoxville,,CIRCLE,TN,2000-05-09 12:00:00
Canfield,,DISK,OH,2000-05-09 20:30:00
Riverside,,CIRCLE,CA,2000-05-09 20:58:00
Salado,,OTHER,TX,2000-05-09 21:30:00
Charlotte,,TRIANGLE,NC,2000-05-10 22:00:00
Molalla,,DISK,OR,2000-05-12 09:30:00
Covina,ORANGE,OTHER,CA,2000-05-12 22:17:00
Milwaukee,,CONE,WI,2000-05-12 23:00:00
Melbourne,,LIGHT,FL,2000-05-12 23:15:00
Candor,,OTHER,NY,2000-05-12 23:25:00
Federal Heights,,SPHERE,CO,2000-05-13 17:30:00
Talladega,,OTHER,AL,2000-05-13 20:00:00
Independence,,TRIANGLE,MO,2000-05-13 22:00:00
Randall,ORANGE,TRIANGLE,MN,2000-05-13 23:30:00
Vacaville,ORANGE,LIGHT,CA,2000-05-13 23:45:00
Eastchester,,CIRCLE,NY,2000-05-14 03:00:00
Millston,,DISK,WI,2000-05-14 17:00:00
Union Beach,,TRIANGLE,NJ,2000-05-14 19:00:00
Stafford Forge,RED,TRIANGLE,NJ,2000-05-14 21:25:00
Tuckerton,RED YELLOW GREEN,TRIANGLE,NJ,2000-05-14 21:25:00
Winter Haven,,EGG,FL,2000-05-15 02:30:00
Bushkill,BLUE,CIRCLE,PA,2000-05-15 03:00:00
Los Angeles,,TRIANGLE,CA,2000-05-15 04:00:00
Dexter,,DISK,KY,2000-05-15 07:00:00
Johnstown,,DISK,PA,2000-05-15 13:45:00
Jackson,,CIGAR,NJ,2000-05-15 19:30:00
New Rochelle,,CIRCLE,NY,2000-05-15 20:00:00
Harrison,,LIGHT,AR,2000-05-15 21:00:00
Ladson,,OTHER,SC,2000-05-15 21:30:00
Woodburn,,LIGHT,OR,2000-05-15 21:55:00
Buttonwillow,,CHEVRON,CA,2000-05-15 22:00:00
Lancaster,,TRIANGLE,CA,2000-05-15 22:00:00
Virginia,,OTHER,MN,2000-05-15 22:00:00
Pittsburg,RED GREEN,LIGHT,TX,2000-05-15 22:30:00
Shakopee,,FIREBALL,MN,2000-05-15 22:50:00
Fair Lawn,,CIRCLE,NJ,2000-05-15 23:00:00
Cleveland,,TEARDROP,OH,2000-05-15 23:30:00
Charlotte,,EGG,NC,2000-05-16 11:00:00
Wilmington,,OTHER,DE,2000-05-17 00:35:00
Fredericksburg,,TEARDROP,TX,2000-05-17 16:00:00
Glen Ridge,,CIRCLE,NJ,2000-05-17 19:30:00
Jackson,,SPHERE,TN,2000-05-17 19:30:00
Bakersfield,,CROSS,CA,2000-05-17 21:00:00
Bay City,,OVAL,OR,2000-05-17 21:54:00
San Francisco,,LIGHT,CA,2000-05-18 20:55:00
Brookville,,DIAMOND,PA,2000-05-18 21:00:00
Cuba,,TRIANGLE,MO,2000-05-18 22:10:00
Phoenix,,CIRCLE,AZ,2000-05-19 00:00:00
Cocoa,,LIGHT,FL,2000-05-19 21:00:00
Augusta,,FIREBALL,KS,2000-05-20 00:00:00
Hudson,,OVAL,OH,2000-05-20 05:00:00
Benedicta,,SPHERE,ME,2000-05-20 13:00:00
Viola,,CIGAR,WI,2000-05-20 14:27:00
Glenn Ellyn,,OTHER,IL,2000-05-20 15:00:00
Hampton,,OTHER,VA,2000-05-20 16:10:00
Santa Clarita,,LIGHT,CA,2000-05-20 20:20:00
Index,,CONE,WA,2000-05-20 23:30:00
NASA-INTERNET TV,,DISK,TX,2000-05-21 01:00:00
Bauxite,,TRIANGLE,AR,2000-05-21 23:00:00
Houston,GREEN,LIGHT,TX,2000-05-22 03:30:00
Visalia,BLUE,FIREBALL,CA,2000-05-22 18:00:00
Paso Robles,,FLASH,CA,2000-05-22 21:10:00
Gardner,ORANGE GREEN,EGG,KS,2000-05-22 23:00:00
Tulsa,,CIRCLE,OK,2000-05-23 20:15:00
Cleveland,,TRIANGLE,TN,2000-05-23 23:00:00
Mount Shasta,,TEARDROP,CA,2000-05-24 00:00:00
Flagstaff,,OVAL,AZ,2000-05-25 02:30:00
Dallas,,DISK,TX,2000-05-25 15:15:00
Burr Ridge,,TRIANGLE,IL,2000-05-25 19:40:00
Victor,RED GREEN,DISK,NY,2000-05-25 20:00:00
Ketchikan,,OVAL,AK,2000-05-25 21:00:00
Cottage Hills,,CHEVRON,IL,2000-05-25 21:30:00
Phoenix,,LIGHT,AZ,2000-05-25 21:30:00
South Pasadena,,CHEVRON,CA,2000-05-26 09:28:00
Burbank,ORANGE,DISK,CA,2000-05-26 20:00:00
Newton,,LIGHT,NH,2000-05-26 22:15:00
Littleton,,FIREBALL,CO,2000-05-26 22:50:00
Jersey City,ORANGE,SPHERE,NJ,2000-05-26 23:15:00
Ogdensburg,,VARIOUS,NY,2000-05-26 23:15:00
Cincinnati,,CIRCLE,OH,2000-05-27 02:00:00
Lake Havasu,,DISK,AZ,2000-05-27 16:30:00
Nassau County,,DISK,NY,2000-05-27 21:00:00
Los Angeles,,FORMATION,CA,2000-05-27 22:55:00
Fresno,,FORMATION,CA,2000-05-28 00:20:00
Maricopa,,EGG,CA,2000-05-28 14:00:00
White Sands,,LIGHT,NM,2000-05-28 20:00:00
Decatur,,VARIOUS,TX,2000-05-28 20:30:00
St. Petersburg,ORANGE,FIREBALL,FL,2000-05-28 22:00:00
Sacramento,,TRIANGLE,CA,2000-05-28 22:32:00
Sioux Falls,,FIREBALL,SD,2000-05-29 01:00:00
Tallahassee,,DISK,FL,2000-05-29 04:00:00
Clovis,,LIGHT,CA,2000-05-29 21:00:00
Prescott Valley,,FORMATION,AZ,2000-05-30 20:05:00
Fort Morgan,GREEN,OVAL,AL,2000-05-30 21:00:00
Schuyler County,ORANGE GREEN,LIGHT,IL,2000-05-30 22:07:00
Boston,,FIREBALL,MA,2000-05-31 23:50:00
Joshua Tree National Park,,OVAL,CA,2000-06-01 00:00:00
Auburn,,OVAL,WA,2000-06-01 01:00:00
San Francisco,,FORMATION,CA,2000-06-01 02:00:00
Powhatan,,LIGHT,VA,2000-06-01 12:00:00
Livonia,,DISK,MI,2000-06-01 13:00:00
Albuquerque,,LIGHT,NM,2000-06-01 15:00:00
Macon,,OTHER,GA,2000-06-01 15:00:00
Chattanooga,,DISK,TN,2000-06-01 17:00:00
Key West,,FORMATION,FL,2000-06-01 20:00:00
Santa Fe,,TRIANGLE,NM,2000-06-01 21:30:00
San Francisco,,FIREBALL,CA,2000-06-01 22:00:00
Mineola,,TEARDROP,NY,2000-06-01 22:20:00
Boca Raton,,TRIANGLE,FL,2000-06-01 22:30:00
Buckley,,DISK,WA,2000-06-01 23:00:00
Peru,,EGG,IN,2000-06-02 00:00:00
Gilbert,,OVAL,AZ,2000-06-02 19:50:00
Escondido,RED,LIGHT,CA,2000-06-02 22:00:00
Gladstone,,LIGHT,MI,2000-06-03 00:17:00
Placitas,,CIRCLE,NM,2000-06-03 14:00:00
Albuquerque,,SPHERE,NM,2000-06-03 14:30:00
Greer,RED,TRIANGLE,AZ,2000-06-03 19:30:00
Overgaard,RED BLUE,TRIANGLE,AZ,2000-06-03 19:30:00
Bluewater Village,,DISK,NM,2000-06-03 20:00:00
Bluewater Village,,OVAL,NM,2000-06-03 20:30:00
Kaneohe,,OTHER,HI,2000-06-03 20:30:00
Manzanita,ORANGE,FIREBALL,OR,2000-06-03 21:45:00
Manzanita,ORANGE,LIGHT,OR,2000-06-03 22:00:00
Cranberry Township,,CIRCLE,PA,2000-06-03 22:30:00
Ithaca,,FLASH,MI,2000-06-03 22:35:00
New York City,,CHEVRON,NY,2000-06-03 23:30:00
Milwaukee,,DISK,WI,2000-06-04 02:00:00
Milwaukee,,DISK,WI,2000-06-04 21:30:00
Augusta,,LIGHT,KS,2000-06-05 03:45:00
Ironton,,TRIANGLE,OH,2000-06-05 21:00:00
Conway,,TRIANGLE,SC,2000-06-05 22:00:00
Mt. Vernon,,RECTANGLE,VA,2000-06-06 01:45:00
El Cajon,,SPHERE,CA,2000-06-06 03:20:00
Tulsa,,CIRCLE,OK,2000-06-06 08:15:00
St. Louis,,OVAL,MO,2000-06-06 17:22:00
Marlette,,OVAL,MI,2000-06-07 13:00:00
Modesto,,SPHERE,CA,2000-06-07 14:00:00
Ely,,LIGHT,MN,2000-06-07 21:30:00
Elkhart,,CIRCLE,KS,2000-06-07 23:48:00
Ely,,DIAMOND,MN,2000-06-08 01:00:00
Mulino,,CIGAR,OR,2000-06-08 11:00:00
Lynnville,,DISK,IA,2000-06-09 13:00:00
Richland,,TEARDROP,WA,2000-06-09 17:00:00
Gilbert,RED,LIGHT,AZ,2000-06-09 20:15:00
West Valley,,LIGHT,NY,2000-06-09 20:30:00
Kensington,,CYLINDER,MD,2000-06-09 22:15:00
Germantown,RED,TRIANGLE,MD,2000-06-09 22:35:00
Circle Pines,,LIGHT,MN,2000-06-09 23:00:00
Clinton Township,,LIGHT,MI,2000-06-09 23:35:00
Carrolton,,LIGHT,GA,2000-06-10 00:00:00
Polk City,,CIRCLE,IA,2000-06-10 02:30:00
Henry Cowe Park,,CIRCLE,CA,2000-06-10 03:00:00
Jacksonville,RED YELLOW GREEN,LIGHT,FL,2000-06-10 04:00:00
Avoco,,TRIANGLE,PA,2000-06-10 12:00:00
Stevens Point,,CIRCLE,WI,2000-06-10 13:00:00
Slatington,,OVAL,PA,2000-06-10 18:00:00
Hillsboro,RED,CIRCLE,MO,2000-06-10 19:00:00
Lakewood,,LIGHT,CA,2000-06-10 21:23:00
Orofino,,TRIANGLE,ID,2000-06-10 21:30:00
Levittown,GREEN,CYLINDER,NY,2000-06-10 21:35:00
Moundsville,RED YELLOW,FLASH,WV,2000-06-10 22:00:00
Santa Monica,,LIGHT,CA,2000-06-10 23:00:00
Framingham,ORANGE,SPHERE,MA,2000-06-11 02:16:00
Freer,,DISK,TX,2000-06-11 02:30:00
Freer,RED,CIRCLE,TX,2000-06-11 03:00:00
Lunenburg,,SPHERE,MA,2000-06-11 03:05:00
Starr,,OTHER,SC,2000-06-11 16:30:00
Tucson,,OTHER,AZ,2000-06-11 17:30:00
Houston,,TEARDROP,TX,2000-06-12 11:45:00
Lynnwood,,TRIANGLE,WA,2000-06-12 17:20:00
Houston,,DISK,TX,2000-06-12 19:00:00
Hurst,,FIREBALL,TX,2000-06-12 23:26:00
Salina,,CONE,KS,2000-06-13 16:50:00
Los Angeles,,LIGHT,CA,2000-06-13 20:00:00
Casper,,OVAL,WY,2000-06-13 22:00:00
Creaston,,LIGHT,CA,2000-06-13 22:00:00
Prineville,,RECTANGLE,OR,2000-06-14 02:30:00
Greenfield,,OTHER,IL,2000-06-14 19:30:00
Green Ridge,,LIGHT,MO,2000-06-14 21:00:00
Greenfield,,CHEVRON,IL,2000-06-14 21:30:00
Ventura,,CIRCLE,CA,2000-06-14 22:00:00
Ravenna,,LIGHT,MI,2000-06-14 22:40:00
Blue Springs,,FIREBALL,MO,2000-06-14 23:45:00
Eugene,,TRIANGLE,OR,2000-06-15 02:00:00
Oakdale,,CIRCLE,MN,2000-06-15 02:00:00
Dayton,,OTHER,OH,2000-06-15 05:00:00
Lincoln Park,,OTHER,MI,2000-06-15 12:28:00
,,SPHERE,NY,2000-06-15 15:00:00
Sault Ste. Marie,,SPHERE,MI,2000-06-15 17:30:00
Caarthage,,TRIANGLE,MS,2000-06-15 17:45:00
Chanhassen,ORANGE,DISK,MN,2000-06-15 18:30:00
Findlay,,OVAL,OH,2000-06-15 21:00:00
Stratford,,TRIANGLE,TX,2000-06-15 21:00:00
Cape May Court House,,LIGHT,NJ,2000-06-15 22:00:00
Solon,,CIRCLE,OH,2000-06-15 22:00:00
Millville,,TRIANGLE,NJ,2000-06-15 23:00:00
Sparks,,LIGHT,NV,2000-06-15 23:00:00
Seattle,ORANGE BLUE,OTHER,WA,2000-06-15 23:11:00
Ringwood,,LIGHT,IL,2000-06-15 23:45:00
Redlands,,LIGHT,CA,2000-06-16 00:05:00
Cannonsburgh,,FIREBALL,PA,2000-06-16 13:23:00
Saratoga,BLUE,OVAL,NY,2000-06-16 14:00:00
Cahokia,GREEN BLUE,TRIANGLE,IL,2000-06-16 21:45:00
St. Louis,,OTHER,MO,2000-06-16 23:30:00
Tualatin,,DISK,OR,2000-06-17 16:00:00
Sierra Madre,,SPHERE,CA,2000-06-17 17:30:00
Farmington Hills,,VARIOUS,MI,2000-06-17 21:40:00
